ID,Container_ID,Familiar_diet,Genetic_line,Treatment,Sex,Replicate,List,Body weight,bw,Head width,Scutum length,ow,ow_g,ag,ag_g,tw,tw_g,lg_bw,lg_ow,lg_tw,lg_ag,GSI,ag_gonad_ratio,Operator
A_FW3_29,A_FW_3,FW,A,FW,F,3,a,0.08004,80.04,57,80,12.43,0.01243,1.24,0.00124,,,1.90330708,1.094471129,,0.093421685,0.155297351,0.099758648,Y
A_FW3_32,A_FW_3,FW,A,FW,F,3,b,0.08328,83.28,55,74,8.56,0.00856,1.33,0.00133,,,1.920540717,0.932473765,,0.123851641,0.102785783,0.155373832,Y
A_FW3_27,A_FW_3,FW,A,FW,F,3,c,0.08029,80.29,59,78,10.53,0.01053,1.96,0.00196,,,1.904661458,1.022428371,,0.292256071,0.131149583,0.186134853,Y
A_FW3_47,A_FW_3,FW,A,FW,F,3,d,0.07728,77.28,56,79,8.86,0.00886,1.34,0.00134,,,1.888067113,0.947433722,,0.127104798,0.114648033,0.151241535,Y
A_FW3_59,A_FW_3,FW,A,FW,F,3,e,0.08352,83.52,58,75,7.57,0.00757,2.92,0.00292,,,1.921790486,0.87909588,,0.465382851,0.090636973,0.385733157,Y
A_FW3_01,A_FW_3,FW,A,FW,F,3,f,0.08326,83.26,57,75,8.54,0.00854,2.24,0.00224,,,1.920436407,0.931457871,,0.350248018,0.102570262,0.262295082,Y
A_FW3_63,A_FW_3,FW,A,FW,F,3,g,0.07627,76.27,59,77,10.29,0.01029,0.34,0.00034,,,1.882353746,1.012415375,,-0.468521083,0.134915432,0.033041788,Y
A_FW3_24,A_FW_3,FW,A,FW,F,3,h,0.10424,104.24,59,81,11.57,0.01157,3.91,0.00391,,,2.018034403,1.063333359,,0.592176757,0.11099386,0.337942956,Y
A_FW3_22,A_FW_3,FW,A,FW,F,3,j,0.08328,83.28,59,79,13.65,0.01365,2.91,0.00291,,,1.920540717,1.135132651,,0.463892989,0.163904899,0.213186813,Y
A_FW3_77,A_FW_3,FW,A,FW,F,3,k,0.10004,100.04,58,78,30.84,0.03084,2.78,0.00278,,,2.000173683,1.489114369,,0.444044796,0.308276689,0.090142672,Y
A_FW2_10,A_FW_2,FW,A,FW,F,2,a,0.08809,88.09,55,74,10.19,0.01019,3.98,0.00398,,,1.94492661,1.008174184,,0.599883072,0.115677148,0.390578999,Y
A_FW2_58,A_FW_2,FW,A,FW,F,2,b,0.07624,76.24,56,77,8.97,0.00897,1.98,0.00198,,,1.882182888,0.952792443,,0.29666519,0.117654774,0.220735786,Y
A_FW2_69,A_FW_2,FW,A,FW,F,2,c,0.10313,103.13,56,79,14.17,0.01417,1.09,0.00109,,,2.013385018,1.15136985,,0.037426498,0.137399399,0.076923077,Y
A_FW2_75,A_FW_2,FW,A,FW,F,2,d,0.1033,103.3,56,78,11.92,0.01192,2.25,0.00225,,,2.014100322,1.076276255,,0.352182518,0.115392062,0.188758389,Y
A_FW2_88,A_FW_2,FW,A,FW,F,2,e,0.0898,89.8,58,77,9.51,0.00951,2.15,0.00215,,,1.953276337,0.978180517,,0.33243846,0.105902004,0.226077813,Y
A_FW2_48,A_FW_2,FW,A,FW,F,2,f,0.06658,66.58,50,71,5.03,0.00503,2.12,0.00212,,,1.823343791,0.701567985,,0.326335861,0.075548213,0.421471173,Y
A_FW2_76,A_FW_2,FW,A,FW,F,2,g,0.08237,82.37,56,79,8.06,0.00806,1.65,0.00165,,,1.915769066,0.906335042,,0.217483944,0.097851159,0.20471464,Y
A_FW2_47,A_FW_2,FW,A,FW,F,2,h,0.07297,72.97,52,74,9.08,0.00908,1.39,0.00139,,,1.863144346,0.958085849,,0.1430148,0.124434699,0.1530837,Y
A_FW2_82,A_FW_2,FW,A,FW,F,2,j,0.08116,81.16,56,74,11.69,0.01169,3.02,0.00302,,,1.909342038,1.067814511,,0.480006943,0.144036471,0.258340462,Y
A_FW2_24,A_FW_2,FW,A,FW,F,2,k,0.07432,74.32,58,78,6.54,0.00654,0.57,0.00057,,,1.871105701,0.815577748,,-0.244125144,0.087997847,0.087155963,Y
A1_26,A_CF_1,FW,A,CF,F,1,a,0.08962,89.62,57,77,10.25,0.01025,1.72,0.00172,,,1.95240494,1.010723865,,0.235528447,0.114371792,0.167804878,Y
A1_22,A_CF_1,FW,A,CF,F,1,b,0.04885,48.85,55,70,9.4,0.0094,2.4,0.0024,,,1.688864568,0.973127854,,0.380211242,0.192425793,0.255319149,Y
A1_21,A_CF_1,FW,A,CF,F,1,c,0.04896,48.96,59,78,12.89,0.01289,2.3,0.0023,,,1.689841409,1.110252917,,0.361727836,0.263276144,0.178432894,Y
A1_02,A_CF_1,FW,A,CF,F,1,d,0.04323,43.23,58,77,18.17,0.01817,0.99,0.00099,,,1.635785236,1.259354927,,-0.004364805,0.42030997,0.054485416,Y
A1_08,A_CF_1,FW,A,CF,F,1,e,0.06446,64.46,55,81,20.85,0.02085,1.59,0.00159,,,1.809290301,1.319106059,,0.201397124,0.323456407,0.076258993,Y
A1_03,A_CF_1,FW,A,CF,F,1,f,0.06341,63.41,53,75,13.55,0.01355,2.31,0.00231,,,1.802157753,1.131939295,,0.36361198,0.213688693,0.170479705,Y
A1_11,A_CF_1,FW,A,CF,F,1,g,0.07034,70.34,57,77,12.56,0.01256,2.18,0.00218,,,1.847202364,1.098989639,,0.338456494,0.178561274,0.173566879,Y
A1_12,A_CF_1,FW,A,CF,F,1,h,0.06639,66.39,58,77,25.08,0.02508,0.49,0.00049,,,1.822102669,1.399327532,,-0.30980392,0.377767736,0.01953748,Y
A1_01,A_CF_1,FW,A,CF,F,1,j,0.057,57,59,80,27.38,0.02738,1.52,0.00152,,,1.755874856,1.437433444,,0.181843588,0.480350877,0.055514974,Y
A1_04,A_CF_1,FW,A,CF,F,1,k,0.04256,42.56,60,74,10.92,0.01092,1.09,0.00109,,,1.629001619,1.038222638,,0.037426498,0.256578947,0.09981685,Y
A2_21,A_CF_2,FW,A,CF,F,2,a,0.05595,55.95,56,73,10.18,0.01018,2.4,0.0024,,,1.747800091,1.007747778,,0.380211242,0.181948168,0.235756385,Y
A2_24,A_CF_2,FW,A,CF,F,2,b,0.05277,52.77,52,68,5.57,0.00557,0.89,0.00089,,,1.722387094,0.745855195,,-0.050609993,0.105552397,0.15978456,Y
A2_17,A_CF_2,FW,A,CF,F,2,c,0.04679,46.79,57,70,13.49,0.01349,0.52,0.00052,,,1.670153045,1.13001195,,-0.283996656,0.288309468,0.038547072,Y
A2_14,A_CF_2,FW,A,CF,F,2,d,0.04717,47.17,56,73,7.11,0.00711,1.82,0.00182,,,1.673665876,0.851869601,,0.260071388,0.150731397,0.255977496,Y
A2_20,A_CF_2,FW,A,CF,F,2,e,0.04986,49.86,57,71,10.5,0.0105,1.23,0.00123,,,1.697752274,1.021189299,,0.089905111,0.210589651,0.117142857,Y
A2_26,A_CF_2,FW,A,CF,F,2,f,0.05733,57.33,59,70,9.11,0.00911,1.29,0.00129,,,1.758381942,0.959518377,,0.11058971,0.158904587,0.141602634,Y
A2_19,A_CF_2,FW,A,CF,F,2,g,0.05364,53.64,57,73,12.6,0.0126,2.48,0.00248,,,1.729488769,1.100370545,,0.394451681,0.234899329,0.196825397,Y
A2_13,A_CF_2,FW,A,CF,F,2,h,0.05511,55.11,60,81,11.09,0.01109,1.1,0.0011,,,1.741230411,1.044931546,,0.041392685,0.201233896,0.099188458,Y
A3_22,A_CF_3,FW,A,CF,F,3,a,0.05535,55.35,56,80,15.16,0.01516,1.89,0.00189,,,1.743117625,1.180699201,,0.276461804,0.273893406,0.124670185,Y
A3_21,A_CF_3,FW,A,CF,F,3,b,0.06164,61.64,57,75,9.31,0.00931,2.29,0.00229,,,1.78986263,0.968949681,,0.359835482,0.151038287,0.245972073,Y
A3_30,A_CF_3,FW,A,CF,F,3,c,0.05467,54.67,57,74,8.82,0.00882,2.06,0.00206,,,1.737749074,0.945468585,,0.31386722,0.161331626,0.233560091,Y
A_CF4_17,A_CF_3,FW,A,CF,F,3,a,0.07857,78.57,59,77,8.02,0.00802,1.93,0.00193,,,1.895256753,0.904174368,,0.285557309,0.102074583,0.240648379,Y
A_CF4_74,A_CF_3,FW,A,CF,F,3,b,0.07651,76.51,57,78,8.19,0.00819,1.18,0.00118,,,1.883718202,0.913283902,,0.071882007,0.107044831,0.144078144,Y
A_CF4_76,A_CF_3,FW,A,CF,F,3,c,0.08129,81.29,57,76,10.12,0.01012,1.78,0.00178,,,1.910037124,1.005180513,,0.250420002,0.124492558,0.175889328,Y
A_CF4_77,A_CF_3,FW,A,CF,F,3,d,0.07197,71.97,60,79,5.79,0.00579,2.03,0.00203,,,1.857151503,0.762678564,,0.307496038,0.080450188,0.350604491,Y
A_CF4_40,A_CF_3,FW,A,CF,F,3,e,0.08385,83.85,58,76,9.45,0.00945,2.06,0.00206,,,1.923503067,0.975431809,,0.31386722,0.112701252,0.217989418,Y
A_CF4_13,A_CF_3,FW,A,CF,F,3,f,0.07119,71.19,58,75,9.63,0.00963,2.79,0.00279,,,1.852418993,0.983626287,,0.445604203,0.135271808,0.289719626,Y
A_CF4_18,A_CF_3,FW,A,CF,F,3,g,0.0868,86.8,57,78,15.01,0.01501,2.2,0.0022,,,1.938519725,1.176380692,,0.342422681,0.172926267,0.146568954,Y
A_CF4_19,A_CF_3,FW,A,CF,F,3,h,0.06597,65.97,58,78,10.41,0.01041,1.9,0.0019,,,1.819346484,1.01745073,,0.278753601,0.157799,0.182516811,Y
A_CF4_35,A_CF_3,FW,A,CF,F,3,j,0.06015,60.15,55,70,16.42,0.01642,0.99,0.00099,,,1.779235632,1.215373153,,-0.004364805,0.272984206,0.060292326,Y
A_FW1_50,A_FW_1,FW,A,FW,M,1,a,0.0577,57.7,55,75,,,3.78,0.00378,1.78,0.00178,1.761175813,,0.250420002,0.5774918,0.03084922,2.123595506,Y
A_FW1_11,A_FW_1,FW,A,FW,M,1,b,0.067,67,53,77,,,4.37,0.00437,2.33,0.00233,1.826074803,,0.367355921,0.640481437,0.034776119,1.875536481,Y
A_FW1_56,A_FW_1,FW,A,FW,M,1,c,0.07164,71.64,57,72,,,5.04,0.00504,2.26,0.00226,1.855155577,,0.354108439,0.702430536,0.031546622,2.230088496,Y
A_FW1_17,A_FW_1,FW,A,FW,M,1,d,0.0564,56.4,55,75,,,2.71,0.00271,1.19,0.00119,1.751279104,,0.075546961,0.432969291,0.021099291,2.277310924,Y
A_FW1_27,A_FW_1,FW,A,FW,M,1,e,0.05666,56.66,55,73,,,4.56,0.00456,1.35,0.00135,1.75327657,,0.130333768,0.658964843,0.023826333,3.377777778,Y
A_FW1_64,A_FW_1,FW,A,FW,M,1,f,0.06957,69.57,55,76,,,4.45,0.00445,2.71,0.00271,1.842422003,,0.432969291,0.648360011,0.038953572,1.642066421,Y
A_FW1_51,A_FW_1,FW,A,FW,M,1,g,0.07514,75.14,53,76,,,5.29,0.00529,2.46,0.00246,1.875871191,,0.390935107,0.723455672,0.032738887,2.150406504,Y
A_FW1_46,A_FW_1,FW,A,FW,M,1,h,0.06521,65.21,54,78,,,4.19,0.00419,2.15,0.00215,1.8143142,,0.33243846,0.622214023,0.032970403,1.948837209,Y
A_FW1_60,A_FW_1,FW,A,FW,M,1,j,0.0608,60.8,51,75,,,4.32,0.00432,2.26,0.00226,1.783903579,,0.354108439,0.635483747,0.037171053,1.911504425,Y
A_FW1_24,A_FW_1,FW,A,FW,M,1,k,0.06444,64.44,53,75,,,4.85,0.00485,2.97,0.00297,1.809155532,,0.472756449,0.685741739,0.046089385,1.632996633,Y
A_FW2_01,A_FW_2,FW,A,FW,M,2,a,0.0627,62.7,54,78,,,2.27,0.00227,2.69,0.00269,1.797267541,,0.42975228,0.356025857,0.042902711,0.843866171,Y
A_FW2_04,A_FW_2,FW,A,FW,M,2,b,0.03982,39.82,53,73,,,2.03,0.00203,1.94,0.00194,1.600101256,,0.28780173,0.307496038,0.048719237,1.046391753,Y
A_FW2_06,A_FW_2,FW,A,FW,M,2,c,0.07148,71.48,57,83,,,3.47,0.00347,2.58,0.00258,1.854184544,,0.411619706,0.540329475,0.036094012,1.34496124,Y
A_FW2_11,A_FW_2,FW,A,FW,M,2,d,0.06599,65.99,57,80,,,2.64,0.00264,2.26,0.00226,1.819478128,,0.354108439,0.421603927,0.034247613,1.168141593,Y
A_FW2_13,A_FW_2,FW,A,FW,M,2,e,0.0593,59.3,55,79,,,2.75,0.00275,2.73,0.00273,1.773054693,,0.436162647,0.439332694,0.046037099,1.007326007,Y
A_FW2_15,A_FW_2,FW,A,FW,M,2,f,0.05056,50.56,53,75,,,1.74,0.00174,1.14,0.00114,1.703807065,,0.056904851,0.240549248,0.022547468,1.526315789,Y
A_FW2_27,A_FW_2,FW,A,FW,M,2,g,0.06653,66.53,56,82,,,3.09,0.00309,1.18,0.00118,1.823017523,,0.071882007,0.489958479,0.01773636,2.618644068,Y
A_FW2_31,A_FW_2,FW,A,FW,M,2,h,0.05607,56.07,54,79,,,2.45,0.00245,1.47,0.00147,1.748730556,,0.167317335,0.389166084,0.026217228,1.666666667,Y
A_FW2_32,A_FW_2,FW,A,FW,M,2,j,0.0619,61.9,56,83,,,2.39,0.00239,1.84,0.00184,1.791690649,,0.264817823,0.378397901,0.029725363,1.298913043,Y
A_FW2_33,A_FW_2,FW,A,FW,M,2,k,0.06309,63.09,54,79,,,1.87,0.00187,2.42,0.00242,1.799960527,,0.383815366,0.271841607,0.038357901,0.772727273,Y
A_FW3_02,A_FW_3,FW,A,FW,M,3,a,0.04483,44.83,54,78,,,2,0.002,1.02,0.00102,1.651568739,,0.008600172,0.301029996,0.022752621,1.960784314,Y
A_FW3_03,A_FW_3,FW,A,FW,M,3,b,0.06086,60.86,56,79,,,2.46,0.00246,1.88,0.00188,1.784331948,,0.274157849,0.390935107,0.030890569,1.308510638,Y
A_FW3_08,A_FW_3,FW,A,FW,M,3,c,0.05071,50.71,54,76,,,2.1,0.0021,1.4,0.0014,1.705093611,,0.146128036,0.322219295,0.027607967,1.5,Y
A_FW3_31,A_FW_3,FW,A,FW,M,3,d,0.04808,48.08,54,77,,,1.27,0.00127,1.85,0.00185,1.681964459,,0.267171728,0.103803721,0.038477537,0.686486486,Y
A_FW3_33,A_FW_3,FW,A,FW,M,3,e,0.05902,59.02,56,81,,,2.77,0.00277,1.51,0.00151,1.770999205,,0.178976947,0.442479769,0.025584548,1.834437086,Y
A_FW3_44,A_FW_3,FW,A,FW,M,3,f,0.05658,56.58,56,80,,,2.34,0.00234,1.14,0.00114,1.752662943,,0.056904851,0.369215857,0.020148462,2.052631579,Y
A_FW3_49,A_FW_3,FW,A,FW,M,3,g,0.04868,48.68,54,77,,,1.56,0.00156,1.14,0.00114,1.68735057,,0.056904851,0.193124598,0.023418242,1.368421053,Y
A_FW3_61,A_FW_3,FW,A,FW,M,3,h,0.05048,50.48,53,74,,,1.65,0.00165,1.93,0.00193,1.703119346,,0.285557309,0.217483944,0.038232964,0.85492228,Y
A_FW3_67,A_FW_3,FW,A,FW,M,3,j,0.06373,63.73,55,80,,,2.43,0.00243,1.59,0.00159,1.804343918,,0.201397124,0.385606274,0.024949004,1.528301887,Y
A_FW3_68,A_FW_3,FW,A,FW,M,3,k,0.05266,52.66,55,79,,,2.7,0.0027,1.7,0.0017,1.721480855,,0.230448921,0.431363764,0.032282567,1.588235294,Y
A1_16,A_CF_1,FW,A,CF,M,1,a,0.04612,46.12,53,72,,,2.47,0.00247,1.65,0.00165,1.663889299,,0.217483944,0.392696953,0.035776236,1.496969697,Y
A1_18,A_CF_1,FW,A,CF,M,1,b,0.05433,54.33,55,78,,,3.21,0.00321,2.28,0.00228,1.735039705,,0.357934847,0.506505032,0.041965765,1.407894737,Y
A1_23,A_CF_1,FW,A,CF,M,1,c,0.05107,51.07,53,77,,,3.24,0.00324,1.08,0.00108,1.708165858,,0.033423755,0.51054501,0.021147445,3,Y
A1_35,A_CF_1,FW,A,CF,M,1,d,0.05623,56.23,51,69,,,4.05,0.00405,1.46,0.00146,1.749968084,,0.164352856,0.607455023,0.025964787,2.773972603,Y
A1_10,A_CF_1,FW,A,CF,M,1,e,0.05419,54.19,53,73,,,3.31,0.00331,0.99,0.00099,1.733919151,,-0.004364805,0.519827994,0.018269053,3.343434343,Y
A1_20,A_CF_1,FW,A,CF,M,1,f,0.05114,51.14,55,78,,,2.92,0.00292,1.45,0.00145,1.708760724,,0.161368002,0.465382851,0.028353539,2.013793103,Y
A1_24,A_CF_1,FW,A,CF,M,1,g,0.03257,32.57,53,76,,,1.44,0.00144,1.3,0.0013,1.512817759,,0.113943352,0.158362492,0.039914031,1.107692308,Y
A1_25,A_CF_1,FW,A,CF,M,1,h,0.04174,41.74,55,74,,,4.41,0.00441,2.11,0.00211,1.620552445,,0.324282455,0.644438589,0.05055103,2.090047393,Y
A3_17,A_CF_3,FW,A,CF,M,3,a,0.03995,39.95,53,79,,,2.56,0.00256,1.16,0.00116,1.601516784,,0.064457989,0.408239965,0.029036295,2.206896552,Y
A3_24,A_CF_3,FW,A,CF,M,3,b,0.04542,45.42,53,75,,,2.81,0.00281,1.7,0.0017,1.65724713,,0.230448921,0.44870632,0.037428446,1.652941176,Y
A3_25,A_CF_3,FW,A,CF,M,3,c,0.08752,87.52,55,79,,,2.93,0.00293,2.03,0.00203,1.942107309,,0.307496038,0.46686762,0.023194698,1.443349754,Y
A3_26,A_CF_3,FW,A,CF,M,3,d,0.04644,46.44,56,80,,,2.91,0.00291,0.8,0.0008,1.666892211,,-0.096910013,0.463892989,0.017226529,3.6375,Y
A3_27,A_CF_3,FW,A,CF,M,3,e,0.07797,77.97,54,76,,,3.17,0.00317,1.77,0.00177,1.891927534,,0.247973266,0.501059262,0.022701039,1.790960452,Y
A3_28,A_CF_3,FW,A,CF,M,3,f,0.04172,41.72,54,77,,,2.63,0.00263,1.74,0.00174,1.6203443,,0.240549248,0.419955748,0.041706616,1.511494253,Y
A3_29,A_CF_3,FW,A,CF,M,3,g,0.03589,35.89,52,72,,,2.13,0.00213,1.58,0.00158,1.554973458,,0.198657087,0.328379603,0.044023405,1.348101266,Y
A3_34,A_CF_3,FW,A,CF,M,3,h,0.07222,72.22,54,78,,,2.97,0.00297,1.71,0.00171,1.858657484,,0.23299611,0.472756449,0.023677652,1.736842105,Y
A3_35,A_CF_3,FW,A,CF,M,3,j,0.08101,81.01,53,76,,,2.75,0.00275,1.98,0.00198,1.908538632,,0.29666519,0.439332694,0.024441427,1.388888889,Y
A3_39,A_CF_3,FW,A,CF,M,3,k,0.05129,51.29,51,74,,,2.33,0.00233,1.23,0.00123,1.710032699,,0.089905111,0.367355921,0.023981283,1.894308943,Y
A2_08,A_CF_2,FW,A,CF,M,2,a,0.03597,35.97,54,77,,,1.56,0.00156,1.5,0.0015,1.555940438,,0.176091259,0.193124598,0.041701418,1.04,Y
A2_10,A_CF_2,FW,A,CF,M,2,b,0.03917,39.17,54,77,,,2.19,0.00219,1.1,0.0011,1.592953572,,0.041392685,0.340444115,0.028082716,1.990909091,Y
A2_15,A_CF_2,FW,A,CF,M,2,c,0.043,43,56,81,,,2.23,0.00223,1.48,0.00148,1.633468456,,0.170261715,0.348304863,0.034418605,1.506756757,Y
A2_22,A_CF_2,FW,A,CF,M,2,d,0.06806,68.06,53,75,,,2.84,0.00284,1.49,0.00149,1.832891945,,0.173186268,0.45331834,0.021892448,1.906040268,Y
A2_23,A_CF_2,FW,A,CF,M,2,e,0.06396,63.96,56,78,,,3.48,0.00348,2.24,0.00224,1.805908455,,0.350248018,0.541579244,0.035021889,1.553571429,Y
A2_31,A_CF_2,FW,A,CF,M,2,f,0.04944,49.44,51,72,,,2.5,0.0025,1,0.001,1.694078462,,0,0.397940009,0.020226537,2.5,Y
A2_32,A_CF_2,FW,A,CF,M,2,g,0.05777,57.77,53,74,,,2.3,0.0023,1.3,0.0013,1.761702368,,0.113943352,0.361727836,0.022503029,1.769230769,Y
A2_36,A_CF_2,FW,A,CF,M,2,h,0.03818,38.18,50,71,,,2.09,0.00209,1.25,0.00125,1.581835924,,0.096910013,0.320146286,0.032739654,1.672,Y
A2_37,A_CF_2,FW,A,CF,M,2,j,0.03454,34.54,52,72,,,1.6,0.0016,1.28,0.00128,1.538322333,,0.10720997,0.204119983,0.037058483,1.25,Y
A2_38,A_CF_2,FW,A,CF,M,2,k,0.03829,38.29,52,73,,,1.7,0.0017,1.22,0.00122,1.583085366,,0.086359831,0.230448921,0.031862105,1.393442623,Y
B_FW1_11,B_FW_1,FW,B,FW,F,1,a,0.09306,93.06,59,79,13.65,0.01365,1.86,0.00186,,,1.968763048,1.135132651,,0.269512944,0.146679562,0.136263736,Y
B_FW1_27,B_FW_1,FW,B,FW,F,1,b,0.08784,87.84,56,75,16.25,0.01625,2.99,0.00299,,,1.943692327,1.210853365,,0.475671188,0.184995446,0.184,Y
B_FW1_30,B_FW_1,FW,B,FW,F,1,c,0.08133,81.33,56,76,10.37,0.01037,2.9,0.0029,,,1.910250772,1.015778756,,0.462397998,0.127505226,0.279652845,Y
B_FW1_55,B_FW_1,FW,B,FW,F,1,d,0.08775,87.75,56,77,11.02,0.01102,2.67,0.00267,,,1.943247125,1.042181595,,0.426511261,0.125584046,0.242286751,Y
B_FW1_36,B_FW_1,FW,B,FW,F,1,e,0.10249,102.49,57,78,31.49,0.03149,2.27,0.00227,,,2.010681493,1.498172661,,0.356025857,0.307249488,0.072086377,Y
B_FW1_20,B_FW_1,FW,B,FW,F,1,g,0.09051,90.51,53,77,8.23,0.00823,0.92,0.00092,,,1.956696565,0.915399835,,-0.036212173,0.090929179,0.111786148,Y
B_FW1_33,B_FW_1,FW,B,FW,F,1,h,0.10526,105.26,56,75,13.95,0.01395,3.49,0.00349,,,2.022263366,1.144574208,,0.542825427,0.132528976,0.250179211,Y
B_FW1_49,B_FW_1,FW,B,FW,F,1,j,0.08507,85.07,59,79,12.1,0.0121,2.42,0.00242,,,1.929776433,1.08278537,,0.383815366,0.142235806,0.2,Y
B_FW1_37,B_FW_1,FW,B,FW,F,1,k,0.09547,95.47,58,79,10.41,0.01041,3.09,0.00309,,,1.979866923,1.01745073,,0.489958479,0.109039489,0.296829971,Y
B_FW1_31,B_FW_1,FW,B,FW,F,1,l,0.08175,81.75,54,73,23.97,0.02397,2.01,0.00201,,,1.912487761,1.379668034,,0.303196057,0.293211009,0.083854819,Y
B_FW3_07,B_FW_3,FW,B,FW,F,3,a,0.08021,80.21,55,75,9.66,0.00966,1.88,0.00188,,,1.904228516,0.984977126,,0.274157849,0.120433861,0.194616977,Y
B_FW3_14,B_FW_3,FW,B,FW,F,3,b,0.08366,83.66,57,77,14.64,0.01464,1.78,0.00178,,,1.92251786,1.165541077,,0.250420002,0.174994023,0.121584699,Y
B_FW3_19,B_FW_3,FW,B,FW,F,3,c,0.09521,95.21,56,75,11.48,0.01148,2.4,0.0024,,,1.978682565,1.059941888,,0.380211242,0.12057557,0.209059233,Y
B_FW3_64,B_FW_3,FW,B,FW,F,3,d,0.08427,84.27,58,79,13.43,0.01343,2.15,0.00215,,,1.925672994,1.128076013,,0.33243846,0.159368696,0.160089352,Y
B_FW3_40,B_FW_3,FW,B,FW,F,3,e,0.08382,83.82,58,75,13.66,0.01366,1.23,0.00123,,,1.923347656,1.135450699,,0.089905111,0.162968265,0.090043924,Y
B_FW3_41,B_FW_3,FW,B,FW,F,3,f,0.12521,125.21,59,79,2.32,0.00232,1.21,0.00121,,,2.097639016,0.365487985,,0.08278537,0.018528871,0.521551724,Y
B_FW3_22,B_FW_3,FW,B,FW,F,3,g,0.07807,78.07,58,79,9.51,0.00951,2.25,0.00225,,,1.892484179,0.978180517,,0.352182518,0.121813757,0.23659306,Y
B_FW3_24,B_FW_3,FW,B,FW,F,3,h,0.07795,77.95,58,77,12.24,0.01224,2.14,0.00214,,,1.89181612,1.087781418,,0.330413773,0.157023733,0.174836601,Y
B_FW3_32,B_FW_3,FW,B,FW,F,3,j,0.0809,80.9,57,77,15.76,0.01576,3.57,0.00357,,,1.907948522,1.197556213,,0.552668216,0.194808405,0.226522843,Y
B_FW3_35,B_FW_3,FW,B,FW,F,3,k,0.09549,95.49,60,80,17.07,0.01707,1.99,0.00199,,,1.979957893,1.232233521,,0.298853076,0.178762174,0.116578793,Y
B_FW3_44,B_FW_3,FW,B,FW,F,3,l,0.08349,83.49,60,80,19.81,0.01981,1.38,0.00138,,,1.921634461,1.296884476,,0.139879086,0.237273925,0.069661787,Y
B_FW3_47,B_FW_3,FW,B,FW,F,3,m,0.09136,91.36,59,82,17.55,0.01755,1.62,0.00162,,,1.960756091,1.244277121,,0.209515015,0.192097198,0.092307692,Y
B_FW3_61,B_FW_3,FW,B,FW,F,3,n,0.08088,80.88,60,81,21.07,0.02107,1.48,0.00148,,,1.907841143,1.323664536,,0.170261715,0.260509397,0.07024205,Y
B_FW2_48,B_FW_2,FW,B,FW,F,2,a,0.08786,87.86,57,78,17.86,0.01786,1.05,0.00105,,,1.943791199,1.251881455,,0.021189299,0.203277942,0.058790594,Y
B_FW2_64,B_FW_2,FW,B,FW,F,2,b,0.09823,98.23,57,79,27.31,0.02731,1.36,0.00136,,,1.992244144,1.4363217,,0.133538908,0.278020971,0.049798609,Y
B_FW2_22,B_FW_2,FW,B,FW,F,2,c,0.06838,68.38,57,76,12.47,0.01247,1.58,0.00158,,,1.834929096,1.095866453,,0.198657087,0.182363264,0.12670409,Y
B_FW2_24,B_FW_2,FW,B,FW,F,2,d,0.09807,98.07,57,76,33.66,0.03366,3.32,0.00332,,,1.991536175,1.527114112,,0.521138084,0.343224228,0.098633393,Y
B_FW2_18,B_FW_2,FW,B,FW,F,2,e,0.10411,104.11,59,80,15.29,0.01529,1.25,0.00125,,,2.017492446,1.184407485,,0.096910013,0.146863894,0.08175278,Y
B_FW2_50,B_FW_2,FW,B,FW,F,2,f,0.09845,98.45,60,80,12.07,0.01207,2.46,0.00246,,,1.99321572,1.08170727,,0.390935107,0.122600305,0.203811102,Y
B_FW2_60,B_FW_2,FW,B,FW,F,2,g,0.0714,71.4,60,80,12.21,0.01221,1.07,0.00107,,,1.853698212,1.086715664,,0.029383778,0.171008403,0.087633088,Y
B1_10,B_CF_1,FW,B,CF,F,1,a,0.07317,73.17,54,70,15.37,0.01537,0.82,0.00082,,,1.864333055,1.186673867,,-0.086186148,0.210058767,0.053350683,Y
B1_04,B_CF_1,FW,B,CF,F,1,b,0.09649,96.49,60,82,17.99,0.01799,3.28,0.00328,,,1.984482306,1.255031163,,0.515873844,0.186444191,0.182323513,Y
B1_30,B_CF_1,FW,B,CF,F,1,c,0.05087,50.87,58,75,22.74,0.02274,0.78,0.00078,,,1.706461738,1.35679046,,-0.107905397,0.44702182,0.034300792,Y
B1_29,B_CF_1,FW,B,CF,F,1,d,0.03675,36.75,55,71,12.55,0.01255,0.87,0.00087,,,1.565257343,1.098643726,,-0.060480747,0.341496599,0.069322709,Y
B1_14,B_CF_1,FW,B,CF,F,1,e,0.07956,79.56,56,77,10.56,0.01056,1.63,0.00163,,,1.900694774,1.023663918,,0.212187604,0.132730015,0.154356061,Y
B1_16,B_CF_1,FW,B,CF,F,1,f,0.05767,57.67,56,78,13.21,0.01321,1.72,0.00172,,,1.760949951,1.120902818,,0.235528447,0.229061904,0.130204391,Y
B1_22,B_CF_1,FW,B,CF,F,1,g,0.0815,81.5,56,76,19.74,0.01974,1.9,0.0019,,,1.911157609,1.295347148,,0.278753601,0.242208589,0.096251266,Y
B1_17,B_CF_1,FW,B,CF,F,1,h,0.08351,83.51,56,75,13.28,0.01328,2.68,0.00268,,,1.921738484,1.123198075,,0.428134794,0.159022872,0.201807229,Y
