ID,Container_ID,Familiar_diet,Genetic_line,Treatment,Sex,Replicate,List,Body weight,bw,Head width,Scutum length,ow,ow_g,ag,ag_g,tw,tw_g,lg_bw,lg_ow,lg_tw,lg_ag,GSI,ag_gonad_ratio,Operator
B1_27,B_CF_1,FW,B,CF,F,1,j,0.0524,52.4,57,74,13.1,0.0131,1.07,0.00107,,,1.719331287,1.117271296,,0.029383778,0.25,0.081679389,Y
B3_29,B_CF_3,FW,B,CF,F,3,a,0.06039,60.39,55,72,20.45,0.02045,1.15,0.00115,,,1.78096503,1.310693312,,0.06069784,0.338632224,0.056234719,Y
B3_17,B_CF_3,FW,B,CF,F,3,b,0.06495,64.95,57,75,9.6,0.0096,1.62,0.00162,,,1.812579155,0.982271233,,0.209515015,0.147806005,0.16875,Y
B3_09,B_CF_3,FW,B,CF,F,3,c,0.04927,49.27,52,71,6.61,0.00661,1.39,0.00139,,,1.692582562,0.820201459,,0.1430148,0.134158717,0.210287443,Y
B3_14,B_CF_3,FW,B,CF,F,3,d,0.0963,96.3,57,77,12.16,0.01216,2.16,0.00216,,,1.983626287,1.084933575,,0.334453751,0.126272066,0.177631579,Y
B3_16,B_CF_3,FW,B,CF,F,3,e,0.0565,56.5,55,74,7.59,0.00759,1.32,0.00132,,,1.752048448,0.880241776,,0.120573931,0.134336283,0.173913043,Y
B3_05,B_CF_3,FW,B,CF,F,3,f,0.06864,68.64,60,79,9.67,0.00967,2.73,0.00273,,,1.836577275,0.985426474,,0.436162647,0.140879953,0.282316443,Y
B3_31,B_CF_3,FW,B,CF,F,3,g,0.04728,47.28,57,76,15.33,0.01533,2.03,0.00203,,,1.674677468,1.185542155,,0.307496038,0.324238579,0.132420091,Y
B2_13,B_CF_2,FW,B,CF,F,2,a,0.10615,106.15,57,75,31.64,0.03164,1.04,0.00104,,,2.025919999,1.500236475,,0.017033339,0.298068771,0.032869785,Y
B2_10,B_CF_2,FW,B,CF,F,2,b,0.05383,53.83,58,76,9.81,0.00981,1.04,0.00104,,,1.73102438,0.991669007,,0.017033339,0.182240386,0.106014271,Y
B2_07,B_CF_2,FW,B,CF,F,2,c,0.06757,67.57,56,78,34.14,0.03414,0.9,0.0009,,,1.829753919,1.533263517,,-0.045757491,0.505253811,0.026362039,Y
B2_17,B_CF_2,FW,B,CF,F,2,d,0.05293,52.93,59,77,13.97,0.01397,1.56,0.00156,,,1.723701894,1.145196406,,0.193124598,0.263933497,0.11166786,Y
B2_18,B_CF_2,FW,B,CF,F,2,e,0.04587,45.87,56,72,9.15,0.00915,0.57,0.00057,,,1.66152874,0.961421094,,-0.244125144,0.199476782,0.062295082,Y
B2_27,B_CF_2,FW,B,CF,F,2,f,0.04292,42.92,55,70,20.19,0.02019,0.66,0.00066,,,1.632659713,1.305136319,,-0.180456064,0.470410065,0.03268945,Y
B2_05,B_CF_2,FW,B,CF,F,2,g,0.03308,33.08,59,75,5.82,0.00582,1.41,0.00141,,,1.519565501,0.764922985,,0.149219113,0.175937122,0.242268041,Y
B_CF4_18,B_CF_2,FW,B,CF,F,2,a,0.07067,70.67,56,76,5.41,0.00541,0.82,0.00082,,,1.849235091,0.733197265,,-0.086186148,0.076552993,0.151571165,Y
B_CF4_21,B_CF_2,FW,B,CF,F,2,b,0.05731,57.31,52,70,7.96,0.00796,0.89,0.00089,,,1.758230408,0.900913068,,-0.050609993,0.138893736,0.111809045,Y
B_CF4_29,B_CF_2,FW,B,CF,F,2,c,0.08509,85.09,57,76,9.97,0.00997,1.49,0.00149,,,1.929878524,0.998695158,,0.173186268,0.117170055,0.149448345,Y
B_CF4_30,B_CF_3,FW,B,CF,F,3,d,0.08929,89.29,58,79,11.88,0.01188,1.66,0.00166,,,1.950802823,1.074816441,,0.220108088,0.133049614,0.13973064,Y
B_CF4_28,B_CF_3,FW,B,CF,F,3,e,0.07254,72.54,53,70,9.44,0.00944,1.51,0.00151,,,1.860577551,0.974971994,,0.178976947,0.130135098,0.159957627,Y
B_CF4_25,B_CF_3,FW,B,CF,F,3,f,0.06431,64.31,56,72,7.09,0.00709,1.54,0.00154,,,1.80827851,0.850646235,,0.187520721,0.11024724,0.217207334,Y
B_CF4_10,B_CF_1,FW,B,CF,F,1,g,0.06762,67.62,56,72,11.82,0.01182,1.05,0.00105,,,1.830075166,1.072617477,,0.021189299,0.174800355,0.088832487,Y
B1_18,B_CF_1,FW,B,CF,M,1,a,0.06127,61.27,51,74,,,3.98,0.00398,2.65,0.00265,1.78724788,,0.423245874,0.599883072,0.043251183,1.501886792,Y
B1_05,B_CF_1,FW,B,CF,M,1,b,0.06356,63.56,54,74,,,3.83,0.00383,2.21,0.00221,1.803183889,,0.344392274,0.583198774,0.034770296,1.733031674,N
B1_06,B_CF_1,FW,B,CF,M,1,c,0.05622,56.22,55,80,,,5.45,0.00545,2.09,0.00209,1.749890841,,0.320146286,0.736396502,0.037175382,2.607655502,N
B1_07,B_CF_1,FW,B,CF,M,1,d,0.05949,59.49,57,83,,,4.08,0.00408,2.98,0.00298,1.774443969,,0.474216264,0.610660163,0.050092453,1.369127517,N
B1_08,B_CF_1,FW,B,CF,M,1,e,0.0803,80.3,57,86,,,5.44,0.00544,2.08,0.00208,1.904715545,,0.318063335,0.7355989,0.025902864,2.615384615,N
B1_12,B_CF_1,FW,B,CF,M,1,f,0.07608,76.08,57,86,,,5.07,0.00507,1.86,0.00186,1.881270504,,0.269512944,0.705007959,0.02444795,2.725806452,N
B1_21,B_CF_1,FW,B,CF,M,1,g,0.04847,48.47,51,73,,,2.51,0.00251,0.96,0.00096,1.68547302,,-0.017728767,0.399673721,0.019806066,2.614583333,N
B1_23,B_CF_1,FW,B,CF,M,1,h,0.04132,41.32,53,74,,,2.03,0.00203,1.09,0.00109,1.616160313,,0.037426498,0.307496038,0.026379477,1.862385321,N
B1_28,B_CF_1,FW,B,CF,M,1,j,0.0514,51.4,52,74,,,2.83,0.00283,1.53,0.00153,1.710963119,,0.184691431,0.451786436,0.029766537,1.849673203,N
B3_04,B_CF_3,FW,B,CF,M,3,a,0.05069,50.69,55,76,,,2.72,0.00272,0.91,0.00091,1.704922291,,-0.040958608,0.434568904,0.017952259,2.989010989,Y
B3_06,B_CF_3,FW,B,CF,M,3,b,0.04077,40.77,52,73,,,1.6,0.0016,1.58,0.00158,1.610340711,,0.198657087,0.204119983,0.038753986,1.012658228,Y
B3_07,B_CF_3,FW,B,CF,M,3,c,0.06679,66.79,55,80,,,2.43,0.00243,1.69,0.00169,1.824711443,,0.227886705,0.385606274,0.025303189,1.437869822,Y
B3_08,B_CF_3,FW,B,CF,M,3,d,0.04342,43.42,50,69,,,1.44,0.00144,1.06,0.00106,1.637689819,,0.025305865,0.158362492,0.024412713,1.358490566,Y
B3_10,B_CF_3,FW,B,CF,M,3,e,0.08071,80.71,54,77,,,2.4,0.0024,2,0.002,1.906927347,,0.301029996,0.380211242,0.024780077,1.2,Y
B3_11,B_CF_3,FW,B,CF,M,3,f,0.0723,72.3,50,70,,,3.14,0.00314,1.16,0.00116,1.859138297,,0.064457989,0.496929648,0.01604426,2.706896552,Y
B3_12,B_CF_3,FW,B,CF,M,3,g,0.0411,41.1,52,74,,,2.8,0.0028,0.95,0.00095,1.613841822,,-0.022276395,0.447158031,0.023114355,2.947368421,Y
B3_15,B_CF_3,FW,B,CF,M,3,h,0.04853,48.53,53,78,,,3.28,0.00328,1.77,0.00177,1.686010291,,0.247973266,0.515873844,0.036472285,1.853107345,Y
B3_23,B_CF_3,FW,B,CF,M,3,j,0.03201,32.01,49,67,,,1.3,0.0013,1.56,0.00156,1.505285674,,0.193124598,0.113943352,0.04873477,0.833333333,Y
B3_25,B_CF_3,FW,B,CF,M,3,k,0.04689,46.89,50,71,,,2.09,0.00209,0.69,0.00069,1.671080233,,-0.161150909,0.320146286,0.014715291,3.028985507,Y
B2_04,B_CF_2,FW,B,CF,M,2,a,0.04761,47.61,54,75,,,2.16,0.00216,1.13,0.00113,1.677698181,,0.053078443,0.334453751,0.02373451,1.911504425,Y
B2_06,B_CF_2,FW,B,CF,M,2,b,0.05349,53.49,54,76,,,2.38,0.00238,1.77,0.00177,1.728272598,,0.247973266,0.376576957,0.033090297,1.344632768,Y
B2_08,B_CF_2,FW,B,CF,M,2,c,0.06246,62.46,53,76,,,1.71,0.00171,0.93,0.00093,1.79560198,,-0.031517051,0.23299611,0.014889529,1.838709677,Y
B2_09,B_CF_2,FW,B,CF,M,2,d,0.05888,58.88,54,77,,,2.6,0.0026,0.95,0.00095,1.769967801,,-0.022276395,0.414973348,0.016134511,2.736842105,Y
B2_11,B_CF_2,FW,B,CF,M,2,e,0.05161,51.61,55,78,,,0.74,0.00074,2.01,0.00201,1.712733859,,0.303196057,-0.13076828,0.038945941,0.368159204,Y
B2_12,B_CF_2,FW,B,CF,M,2,f,0.0682,68.2,54,78,,,2.48,0.00248,1.72,0.00172,1.833784375,,0.235528447,0.394451681,0.025219941,1.441860465,Y
B2_14,B_CF_2,FW,B,CF,M,2,g,0.06917,69.17,52,73,,,2.74,0.00274,0.5,0.0005,1.839917776,,-0.301029996,0.437750563,0.007228567,5.48,Y
B2_15,B_CF_2,FW,B,CF,M,2,h,0.0863,86.3,53,76,,,2.74,0.00274,1.32,0.00132,1.936010796,,0.120573931,0.437750563,0.015295481,2.075757576,Y
B2_16,B_CF_2,FW,B,CF,M,2,j,0.07329,73.29,54,78,,,2.62,0.00262,2.45,0.00245,1.865044722,,0.389166084,0.418301291,0.033428844,1.069387755,Y
B2_24,B_CF_2,FW,B,CF,M,2,k,0.04157,41.57,53,72,,,2.01,0.00201,1.17,0.00117,1.618780025,,0.068185862,0.303196057,0.028145297,1.717948718,Y
B2_28,B_CF_2,FW,B,CF,M,2,l,0.03727,37.27,48,67,,,2.65,0.00265,0.81,0.00081,1.571359393,,-0.091514981,0.423245874,0.021733298,3.271604938,Y
B_FW1_22,B_FW_1,FW,B,FW,M,1,a,0.08521,85.21,55,80,,,2.99,0.00299,1.38,0.00138,1.930490565,,0.139879086,0.475671188,0.016195282,2.166666667,Y
B_FW1_39,B_FW_1,FW,B,FW,M,1,b,0.07959,79.59,56,77,,,4.82,0.00482,0.62,0.00062,1.900858505,,-0.207608311,0.683047038,0.007789923,7.774193548,Y
B_FW1_50,B_FW_1,FW,B,FW,M,1,c,0.07044,70.44,57,82,,,3.17,0.00317,2.44,0.00244,1.847819347,,0.387389826,0.501059262,0.034639409,1.299180328,Y
B_FW1_54,B_FW_1,FW,B,FW,M,1,d,0.04113,41.13,52,69,,,2.28,0.00228,1.13,0.00113,1.61415871,,0.053078443,0.357934847,0.027473863,2.017699115,Y
B_FW1_15,B_FW_1,FW,B,FW,M,1,e,0.06971,69.71,52,73,,,3.03,0.00303,2.21,0.00221,1.843295083,,0.344392274,0.481442629,0.031702769,1.371040724,Y
B_FW1_34,B_FW_1,FW,B,FW,M,1,f,0.06872,68.72,55,78,,,2.7,0.0027,1.76,0.00176,1.837083151,,0.245512668,0.431363764,0.025611176,1.534090909,Y
B_FW1_56,B_FW_1,FW,B,FW,M,1,g,0.07455,74.55,55,81,,,3.15,0.00315,2.15,0.00215,1.872447648,,0.33243846,0.498310554,0.028839705,1.465116279,Y
B_FW1_61,B_FW_1,FW,B,FW,M,1,h,0.06102,61.02,50,69,,,4.1,0.0041,2.16,0.00216,1.785472203,,0.334453751,0.612783857,0.03539823,1.898148148,Y
B_FW1_44,B_FW_1,FW,B,FW,M,1,j,0.08466,84.66,57,78,,,5.19,0.00519,1.96,0.00196,1.927678264,,0.292256071,0.715167358,0.023151429,2.647959184,Y
B_FW1_63,B_FW_1,FW,B,FW,M,1,k,0.08937,89.37,55,77,,,4.4,0.0044,1.76,0.00176,1.951191758,,0.245512668,0.643452676,0.019693409,2.5,Y
B_FW2_45,B_FW_2,FW,B,FW,M,2,a,0.04666,46.66,52,71,,,1.81,0.00181,0.95,0.00095,1.668944734,,-0.022276395,0.257678575,0.020360051,1.905263158,Y
B_FW2_61,B_FW_2,FW,B,FW,M,2,b,0.0682,68.2,56,80,,,3.31,0.00331,1.03,0.00103,1.833784375,,0.012837225,0.519827994,0.015102639,3.213592233,Y
B_FW2_62,B_FW_2,FW,B,FW,M,2,c,0.04601,46.01,54,75,,,2.35,0.00235,0.81,0.00081,1.662852233,,-0.091514981,0.371067862,0.017604869,2.901234568,Y
B_FW2_65,B_FW_2,FW,B,FW,M,2,d,0.04858,48.58,52,73,,,2.02,0.00202,1.43,0.00143,1.68645751,,0.155336037,0.305351369,0.029435982,1.412587413,Y
B_FW2_38,B_FW_2,FW,B,FW,M,2,e,0.0687,68.7,54,79,,,3.54,0.00354,1.17,0.00117,1.836956737,,0.068185862,0.549003262,0.017030568,3.025641026,Y
B_FW2_39,B_FW_2,FW,B,FW,M,2,f,0.07696,76.96,55,82,,,3.51,0.00351,1.84,0.00184,1.886265059,,0.264817823,0.545307116,0.023908524,1.907608696,Y
B_FW2_41,B_FW_2,FW,B,FW,M,2,g,0.04875,48.75,51,72,,,2.98,0.00298,2.02,0.00202,1.68797462,,0.305351369,0.474216264,0.041435897,1.475247525,Y
B_FW3_04,B_FW_3,FW,B,FW,M,3,a,0.07748,77.48,54,78,,,2.8,0.0028,1.1,0.0011,1.889189612,,0.041392685,0.447158031,0.014197212,2.545454545,Y
B_FW3_11,B_FW_3,FW,B,FW,M,3,b,0.05795,57.95,54,75,,,2.78,0.00278,1.48,0.00148,1.76305344,,0.170261715,0.444044796,0.025539258,1.878378378,Y
B_FW3_12,B_FW_3,FW,B,FW,M,3,c,0.06196,61.96,53,75,,,2.39,0.00239,1.89,0.00189,1.792111409,,0.276461804,0.378397901,0.030503551,1.264550265,Y
B_FW3_33,B_FW_3,FW,B,FW,M,3,d,0.05989,59.89,52,70,,,1.5,0.0015,0.92,0.00092,1.777354313,,-0.036212173,0.176091259,0.015361496,1.630434783,Y
B_FW3_39,B_FW_3,FW,B,FW,M,3,e,0.06899,68.99,53,76,,,2.21,0.00221,1.53,0.00153,1.838786145,,0.184691431,0.344392274,0.022177127,1.444444444,Y
B_FW3_42,B_FW_3,FW,B,FW,M,3,f,0.07792,77.92,57,83,,,2.06,0.00206,0.82,0.00082,1.891648944,,-0.086186148,0.31386722,0.010523614,2.512195122,Y
B_FW3_43,B_FW_3,FW,B,FW,M,3,g,0.07799,77.99,56,79,,,2.17,0.00217,1.69,0.00169,1.89203892,,0.227886705,0.336459734,0.021669445,1.284023669,Y
B_FW3_45,B_FW_3,FW,B,FW,M,3,h,0.06239,62.39,53,72,,,2.37,0.00237,0.74,0.00074,1.795114986,,-0.13076828,0.374748346,0.011860875,3.202702703,Y
B_FW3_51,B_FW_3,FW,B,FW,M,3,j,0.07273,72.73,54,74,,,1.25,0.00125,1.09,0.00109,1.861713588,,0.037426498,0.096910013,0.014986938,1.146788991,Y
B_FW3_59,B_FW_3,FW,B,FW,M,3,k,0.07335,73.35,55,79,,,2.86,0.00286,1.7,0.0017,1.865400118,,0.230448921,0.456366033,0.023176551,1.682352941,Y
WT1_46,WT_1_CF_1,FW,WT_1,CF,F,1,a,0.07367,73.67,60,78,11.16,0.01116,0.95,0.00095,,,1.86729067,1.047664195,,-0.022276395,0.151486358,0.085125448,Y
WT1_43,WT_1_CF_1,FW,WT_1,CF,F,1,c,0.06669,66.69,60,75,10.88,0.01088,1.18,0.00118,,,1.824060717,1.036628895,,0.071882007,0.1631429,0.108455882,Y
WT1_49,WT_1_CF_1,FW,WT_1,CF,F,1,d,0.09354,93.54,60,76,35.88,0.03588,0.92,0.00092,,,1.970997366,1.554852434,,-0.036212173,0.383579217,0.025641026,Y
WT1_41,WT_1_CF_1,FW,WT_1,CF,F,1,f,0.07323,73.23,61,80,35.07,0.03507,1.14,0.00114,,,1.864689034,1.544935766,,0.056904851,0.478902089,0.032506416,Y
WT1_47,WT_1_CF_1,FW,WT_1,CF,F,1,g,0.07675,76.75,59,79,10.73,0.01073,1.6,0.0016,,,1.885078384,1.030599722,,0.204119983,0.13980456,0.149114632,Y
WT1_32,WT_1_CF_1,FW,WT_1,CF,F,1,j,0.06431,64.31,60,77,25.36,0.02536,1.99,0.00199,,,1.80827851,1.404149249,,0.298853076,0.394339916,0.078470032,Y
WT1_39,WT_1_CF_1,FW,WT_1,CF,F,1,k,0.05641,56.41,59,71,20.6,0.0206,0.88,0.00088,,,1.7513561,1.31386722,,-0.055517328,0.365183478,0.042718447,Y
WT1_11,WT_1_CF_1,FW,WT_1,CF,F,1,l,0.04293,42.93,58,73,15.03,0.01503,1.4,0.0014,,,1.632760888,1.176958981,,0.146128036,0.350104822,0.093147039,Y
WT2_10,WT_1_CF_2,FW,WT_1,CF,F,2,a,0.05438,54.38,57,76,30.6,0.0306,1.02,0.00102,,,1.735439203,1.485721426,,0.008600172,0.562706878,0.033333333,Y
WT2_45,WT_1_CF_2,FW,WT_1,CF,F,2,b,0.05041,50.41,59,77,29.09,0.02909,0.63,0.00063,,,1.702516697,1.463743721,,-0.200659451,0.577068042,0.021656927,Y
WT2_26,WT_1_CF_2,FW,WT_1,CF,F,2,d,0.06252,62.52,60,82,27.91,0.02791,0.95,0.00095,,,1.796018969,1.445759836,,-0.022276395,0.446417147,0.034037979,Y
WT2_06,WT_1_CF_2,FW,WT_1,CF,F,2,f,0.06804,68.04,58,82,34.68,0.03468,0.73,0.00073,,,1.832764305,1.540079089,,-0.13667714,0.509700176,0.021049596,Y
WT2_11,WT_1_CF_2,FW,WT_1,CF,F,2,g,0.03435,34.35,58,76,2.73,0.00273,0.9,0.0009,,,1.535926741,0.436162647,,-0.045757491,0.079475983,0.32967033,Y
WT3_39,WT_1_CF_3,FW,WT_1,CF,F,3,a,0.06827,68.27,55,74,10.03,0.01003,0.84,0.00084,,,1.834229903,1.001300933,,-0.075720714,0.146916654,0.083748754,Y
WT3_49,WT_1_CF_3,FW,WT_1,CF,F,3,d,0.06765,67.65,56,73,31.02,0.03102,3.57,0.00357,,,1.830267801,1.491641793,,0.552668216,0.458536585,0.115087041,Y
WT3_31,WT_1_CF_3,FW,WT_1,CF,F,3,e,0.07653,76.53,57,80,37.58,0.03758,1.28,0.00128,,,1.883831713,1.574956776,,0.10720997,0.491049262,0.034060671,Y
WT3_42,WT_1_CF_3,FW,WT_1,CF,F,3,f,0.07641,76.41,57,68,19.21,0.01921,2.55,0.00255,,,1.8831502,1.283527365,,0.40654018,0.251406884,0.132743363,Y
WT3_38,WT_1_CF_3,FW,WT_1,CF,F,3,g,0.07755,77.55,62,81,13.26,0.01326,2.07,0.00207,,,1.889581802,1.122543524,,0.315970345,0.17098646,0.156108597,Y
WT3_08,WT_1_CF_3,FW,WT_1,CF,F,3,h,0.06814,68.14,59,76,17.52,0.01752,0.46,0.00046,,,1.833402129,1.243534102,,-0.337242168,0.257117699,0.026255708,Y
WT3_12,WT_1_CF_3,FW,WT_1,CF,F,3,j,0.04791,47.91,54,71,8.25,0.00825,1.19,0.00119,,,1.680426171,0.916453949,,0.075546961,0.172197871,0.144242424,Y
WT3_21,WT_1_CF_3,FW,WT_1,CF,F,3,k,0.06095,60.95,62,82,20.03,0.02003,1.63,0.00163,,,1.78497371,1.301680949,,0.212187604,0.328630025,0.081377933,Y
WT_FW1_31,WT_1_FW_1,FW,WT_1,FW,F,1,a,0.08292,82.92,57,69,19.65,0.01965,1.98,0.00198,,,1.918659293,1.293362555,,0.29666519,0.236975398,0.100763359,Y
WT_FW1_16,WT_1_FW_1,FW,WT_1,FW,F,1,b,0.07213,72.13,54,72,12.96,0.01296,1.78,0.00178,,,1.858115932,1.112605002,,0.250420002,0.179675586,0.137345679,Y
WT_FW1_72,WT_1_FW_1,FW,WT_1,FW,F,1,c,0.08622,86.22,53,69,9.02,0.00902,1.31,0.00131,,,1.935608019,0.955206538,,0.117271296,0.104616098,0.145232816,Y
WT_FW1_48,WT_1_FW_1,FW,WT_1,FW,F,1,d,0.08452,84.52,56,72,18.09,0.01809,1.72,0.00172,,,1.926959488,1.257438567,,0.235528447,0.214032182,0.095080155,Y
WT_FW1_20,WT_1_FW_1,FW,WT_1,FW,F,1,e,0.08014,80.14,58,76,9.56,0.00956,2.02,0.00202,,,1.903849338,0.980457892,,0.305351369,0.11929124,0.211297071,Y
WT_FW1_61,WT_1_FW_1,FW,WT_1,FW,F,1,f,0.08197,81.97,56,73,7.89,0.00789,1.16,0.00116,,,1.913654935,0.897077003,,0.064457989,0.096254727,0.147021546,Y
WT_FW1_03,WT_1_FW_1,FW,WT_1,FW,F,1,g,0.08554,85.54,58,79,8.96,0.00896,1.45,0.00145,,,1.932169246,0.95230801,,0.161368002,0.104746318,0.161830357,Y
WT_FW1_62,WT_1_FW_1,FW,WT_1,FW,F,1,h,0.09295,92.95,56,75,24.75,0.02475,1.66,0.00166,,,1.968249394,1.393575203,,0.220108088,0.266272189,0.067070707,Y
WT_FW1_06,WT_1_FW_1,FW,WT_1,FW,F,1,j,0.08145,81.45,56,75,12.79,0.01279,1.48,0.00148,,,1.910891089,1.106870544,,0.170261715,0.157028852,0.115715403,Y
WT_FW1_42,WT_1_FW_1,FW,WT_1,FW,F,1,k,0.08492,84.92,57,75,19.26,0.01926,1.01,0.00101,,,1.929009985,1.284656283,,0.004321374,0.226801696,0.052440291,Y
WT_FW1_65,WT_1_FW_1,FW,WT_1,FW,F,1,l,0.08159,81.59,57,75,16.94,0.01694,0.95,0.00095,,,1.911636933,1.228913406,,-0.022276395,0.207623483,0.056080283,Y
WT_FW1_46,WT_1_FW_1,FW,WT_1,FW,F,1,m,0.0865,86.5,55,71,16.71,0.01671,1.41,0.00141,,,1.937016107,1.22297645,,0.149219113,0.193179191,0.08438061,Y
WT_FW2_23,WT_1_FW_2,FW,WT_1,FW,F,2,a,0.08143,81.43,57,76,26.66,0.02666,0.42,0.00042,,,1.910784435,1.425860145,,-0.37675071,0.327397765,0.015753938,Y
WT_FW2_57,WT_1_FW_2,FW,WT_1,FW,F,2,b,0.08137,81.37,55,70,18.05,0.01805,2.63,0.00263,,,1.910464316,1.256477206,,0.419955748,0.221826226,0.145706371,Y
WT_FW2_07,WT_1_FW_2,FW,WT_1,FW,F,2,c,0.08111,81.11,56,76,16.97,0.01697,1.86,0.00186,,,1.909074401,1.229681842,,0.269512944,0.209222044,0.109605186,Y
WT_FW2_01,WT_1_FW_2,FW,WT_1,FW,F,2,d,0.06905,69.05,55,73,11.38,0.01138,0.88,0.00088,,,1.839163683,1.056142262,,-0.055517328,0.16480811,0.077328647,Y
WT_FW2_09,WT_1_FW_2,FW,WT_1,FW,F,2,e,0.07625,76.25,57,75,23.16,0.02316,2.21,0.00221,,,1.882239848,1.364738555,,0.344392274,0.303737705,0.095423143,Y
WT_FW2_27,WT_1_FW_2,FW,WT_1,FW,F,2,f,0.07564,75.64,53,75,15.01,0.01501,2.16,0.00216,,,1.87875152,1.176380692,,0.334453751,0.198439979,0.143904064,Y
WT_FW2_34,WT_1_FW_2,FW,WT_1,FW,F,2,g,0.07362,73.62,58,77,7.63,0.00763,1.92,0.00192,,,1.866995813,0.882524538,,0.283301229,0.103640315,0.25163827,Y
WT_FW2_50,WT_1_FW_2,FW,WT_1,FW,F,2,h,0.08936,89.36,58,75,7.86,0.00786,2.1,0.0021,,,1.95114316,0.895422546,,0.322219295,0.087958818,0.267175573,Y
WT_FW2_17,WT_1_FW_2,FW,WT_1,FW,F,2,j,0.07586,75.86,54,76,13.52,0.01352,2,0.002,,,1.880012838,1.130976692,,0.301029996,0.178223042,0.147928994,Y
WT_FW2_38,WT_1_FW_2,FW,WT_1,FW,F,2,k,0.06891,68.91,53,72,14.76,0.01476,1.13,0.00113,,,1.83828225,1.169086357,,0.053078443,0.214192425,0.076558266,Y
WT_FW2_68,WT_1_FW_2,FW,WT_1,FW,F,2,l,0.07291,72.91,55,75,13.36,0.01336,1.45,0.00145,,,1.862787098,1.125806458,,0.161368002,0.18323961,0.108532934,Y
WT_FW3_31,WT_1_FW_3,FW,WT_1,FW,F,3,a,0.07701,77.01,56,73,24.56,0.02456,1.17,0.00117,,,1.886547123,1.390228362,,0.068185862,0.318919621,0.047638436,Y
WT_FW3_08,WT_1_FW_3,FW,WT_1,FW,F,3,b,0.09087,90.87,60,80,9.69,0.00969,1.13,0.00113,,,1.958420528,0.986323777,,0.053078443,0.106635853,0.116615067,Y
WT_FW3_20,WT_1_FW_3,FW,WT_1,FW,F,3,c,0.08899,88.99,59,77,9.89,0.00989,2.41,0.00241,,,1.949341207,0.995196292,,0.382017043,0.111136083,0.243680485,Y
WT_FW3_54,WT_1_FW_3,FW,WT_1,FW,F,3,d,0.08321,83.21,57,75,11.27,0.01127,1.34,0.00134,,,1.920175522,1.051923916,,0.127104798,0.135440452,0.118899734,Y
WT_FW3_09,WT_1_FW_3,FW,WT_1,FW,F,3,e,0.07884,78.84,55,73,25.48,0.02548,1.14,0.00114,,,1.896746616,1.406199424,,0.056904851,0.3231862,0.044740973,Y
WT_FW3_21,WT_1_FW_3,FW,WT_1,FW,F,3,f,0.07616,76.16,59,78,7.53,0.00753,2.11,0.00211,,,1.881726935,0.876794976,,0.324282455,0.098870798,0.280212483,Y
WT_FW3_36,WT_1_FW_3,FW,WT_1,FW,F,3,g,0.08415,84.15,58,78,26.77,0.02677,1.58,0.00158,,,1.92505412,1.427648371,,0.198657087,0.3181224,0.059021292,Y
WT_FW3_12,WT_1_FW_3,FW,WT_1,FW,F,3,h,0.07067,70.67,58,78,16.48,0.01648,1.66,0.00166,,,1.849235091,1.216957207,,0.220108088,0.233196547,0.100728155,Y
WT_FW3_26,WT_1_FW_3,FW,WT_1,FW,F,3,j,0.09467,94.67,57,78,14.54,0.01454,1.14,0.00114,,,1.976212377,1.162564407,,0.056904851,0.153586141,0.078404402,Y
WT_FW3_19,WT_1_FW_3,FW,WT_1,FW,F,3,k,0.07767,77.67,56,75,8.02,0.00802,2.8,0.0028,,,1.890253305,0.904174368,,0.447158031,0.103257371,0.349127182,Y
WT_FW1_12,WT_1_FW_1,FW,WT_1,FW,M,1,a,0.07267,72.67,48,64,,,2.99,0.00299,1.68,0.00168,1.86135516,,0.225309282,0.475671188,0.023118206,1.779761905,Y
WT_FW1_41,WT_1_FW_1,FW,WT_1,FW,M,1,b,0.07009,70.09,54,76,,,4.84,0.00484,1.6,0.0016,1.84565606,,0.204119983,0.684845362,0.022827793,3.025,Y
WT_FW1_59,WT_1_FW_1,FW,WT_1,FW,M,1,c,0.06302,63.02,51,70,,,4.65,0.00465,1.2,0.0012,1.799478399,,0.079181246,0.667452953,0.019041574,3.875,Y
WT_FW1_71,WT_1_FW_1,FW,WT_1,FW,M,1,d,0.05119,51.19,49,55,,,2.72,0.00272,1.79,0.00179,1.70918513,,0.252853031,0.434568904,0.034967767,1.519553073,Y
WT_FW1_29,WT_1_FW_1,FW,WT_1,FW,M,1,e,0.0688,68.8,54,60,,,4.42,0.00442,2.3,0.0023,1.837588438,,0.361727836,0.645422269,0.033430233,1.92173913,Y
WT_FW1_38,WT_1_FW_1,FW,WT_1,FW,M,1,f,0.07268,72.68,53,73,,,4.96,0.00496,1.31,0.00131,1.861414919,,0.117271296,0.695481676,0.018024216,3.786259542,Y
WT_FW1_08,WT_1_FW_1,FW,WT_1,FW,M,1,g,0.06066,60.66,52,72,,,4.08,0.00408,0.82,0.00082,1.782902406,,-0.086186148,0.610660163,0.013517969,4.975609756,Y
WT_FW1_13,WT_1_FW_1,FW,WT_1,FW,M,1,h,0.07105,71.05,54,75,,,5.15,0.00515,1.12,0.00112,1.851564082,,0.049218023,0.711807229,0.015763547,4.598214286,Y
