ID,Container_ID,Sex,Genetic_line,Treatment,Familiar_diet,Replicate,Date of Eclosion,Date of Death,Group
A1_01,A_CF_1,F,A,CF,FW,1,4/4/2023,19/4/2023,A_CF
A1_02,A_CF_1,F,A,CF,FW,1,3/4/2023,12/4/2023,A_CF
A1_04,A_CF_1,F,A,CF,FW,1,1/4/2023,14/4/2023,A_CF
A1_05,A_CF_1,M,A,CF,FW,1,1/4/2023,16/4/2023,A_CF
A1_06,A_CF_1,M,A,CF,FW,1,4/4/2023,12/4/2023,A_CF
A1_07,A_CF_1,M,A,CF,FW,1,2/4/2023,16/4/2023,A_CF
A1_08,A_CF_1,F,A,CF,FW,1,2/4/2023,11/4/2023,A_CF
A1_09,A_CF_1,M,A,CF,FW,1,4/4/2023,17/4/2023,A_CF
A1_11,A_CF_1,F,A,CF,FW,1,3/4/2023,11/4/2023,A_CF
A1_12,A_CF_1,F,A,CF,FW,1,3/4/2023,16/4/2023,A_CF
A1_13,A_CF_1,M,A,CF,FW,1,4/4/2023,19/4/2023,A_CF
A1_14,A_CF_1,M,A,CF,FW,1,5/4/2023,11/4/2023,A_CF
A1_15,A_CF_1,M,A,CF,FW,1,4/4/2023,15/4/2023,A_CF
A1_17,A_CF_1,M,A,CF,FW,1,5/4/2023,26/4/2023,A_CF
A1_19,A_CF_1,M,A,CF,FW,1,5/4/2023,17/4/2023,A_CF
A1_41,A_CF_1,M,A,CF,FW,1,2/5/2023,12/5/2023,A_CF
A2_01,A_CF_2,M,A,CF,FW,2,2/4/2023,16/4/2023,A_CF
A2_02,A_CF_2,F,A,CF,FW,2,4/4/2023,11/4/2023,A_CF
A2_03,A_CF_2,M,A,CF,FW,2,4/4/2023,14/4/2023,A_CF
A2_04,A_CF_2,M,A,CF,FW,2,4/4/2023,19/4/2023,A_CF
A2_05,A_CF_2,M,A,CF,FW,2,3/4/2023,14/4/2023,A_CF
A2_07,A_CF_2,F,A,CF,FW,2,4/4/2023,14/4/2023,A_CF
A2_08,A_CF_2,M,A,CF,FW,2,4/4/2023,18/4/2023,A_CF
A2_10,A_CF_2,M,A,CF,FW,2,4/4/2023,12/4/2023,A_CF
A2_12,A_CF_2,F,A,CF,FW,2,5/4/2023,16/4/2023,A_CF
A2_13,A_CF_2,F,A,CF,FW,2,5/4/2023,12/4/2023,A_CF
A3_01,A_CF_3,F,A,CF,FW,3,4/4/2023,16/4/2023,A_CF
A3_02,A_CF_3,M,A,CF,FW,3,4/4/2023,15/4/2023,A_CF
A3_03,A_CF_3,M,A,CF,FW,3,1/4/2023,16/4/2023,A_CF
A3_05,A_CF_3,M,A,CF,FW,3,4/4/2023,14/4/2023,A_CF
A3_06,A_CF_3,M,A,CF,FW,3,2/4/2023,16/4/2023,A_CF
A3_07,A_CF_3,M,A,CF,FW,3,3/4/2023,16/4/2023,A_CF
A3_08,A_CF_3,M,A,CF,FW,3,2/4/2023,16/4/2023,A_CF
A3_09,A_CF_3,F,A,CF,FW,3,5/4/2023,16/4/2023,A_CF
A3_10,A_CF_3,M,A,CF,FW,3,3/4/2023,16/4/2023,A_CF
A3_11,A_CF_3,M,A,CF,FW,3,4/4/2023,14/4/2023,A_CF
A3_12,A_CF_3,F,A,CF,FW,3,1/4/2023,12/4/2023,A_CF
A3_13,A_CF_3,M,A,CF,FW,3,4/4/2023,15/4/2023,A_CF
A3_14,A_CF_3,M,A,CF,FW,3,4/4/2023,14/4/2023,A_CF
A3_18,A_CF_3,M,A,CF,FW,3,5/4/2023,16/4/2023,A_CF
A3_19,A_CF_3,M,A,CF,FW,3,5/4/2023,16/4/2023,A_CF
A3_20,A_CF_3,M,A,CF,FW,3,5/4/2023,19/4/2023,A_CF
B1_01,B_CF_1,M,B,CF,FW,1,6/4/2023,16/4/2023,B_CF
B1_03,B_CF_1,M,B,CF,FW,1,4/4/2023,15/4/2023,B_CF
B1_30,B_CF_1,F,B,CF,FW,1,6/5/2023,12/5/2023,B_CF
B2_01,B_CF_2,M,B,CF,FW,2,4/4/2023,17/4/2023,B_CF
B2_02,B_CF_2,F,B,CF,FW,2,5/4/2023,16/4/2023,B_CF
B2_03,B_CF_2,F,B,CF,FW,2,6/4/2023,17/4/2023,B_CF
B2_05,B_CF_2,F,B,CF,FW,2,5/4/2023,19/4/2023,B_CF
B2_27,B_CF_2,F,B,CF,FW,2,1/5/2023,12/5/2023,B_CF
B2_28,B_CF_2,M,B,CF,FW,2,6/5/2023,15/5/2023,B_CF
B2_30,B_CF_2,M,B,CF,FW,2,21/5/2023,6/6/2023,B_CF
B3_01,B_CF_1,M,B,CF,FW,1,4/4/2023,17/4/2023,B_CF
B3_02,B_CF_1,M,B,CF,FW,1,6/4/2023,19/4/2023,B_CF
B3_03,B_CF_1,M,B,CF,FW,1,6/4/2023,19/4/2023,B_CF
B_CF4_01,B_CF_3,F,B,CF,FW,3,9/9/2023,14/9/2023,B_CF
B_CF4_04,B_CF_3,M,B,CF,FW,3,9/9/2023,16/9/2023,B_CF
B_CF4_05,B_CF_3,M,B,CF,FW,3,10/9/2023,16/9/2023,B_CF
B_CF4_06,B_CF_3,M,B,CF,FW,3,9/9/2023,14/9/2023,B_CF
B_CF4_11,B_CF_3,F,B,CF,FW,3,15/9/2023,26/9/2023,B_CF
B_CF4_15,B_CF_3,M,B,CF,FW,3,16/9/2023,22/9/2023,B_CF
B_CF4_31,B_CF_3,F,B,CF,FW,3,24/9/2023,5/10/2023,B_CF
B_CF4_32,B_CF_3,F,B,CF,FW,3,25/9/2023,5/10/2023,B_CF
B_CF4_33,B_CF_3,M,B,CF,FW,3,26/9/2023,11/10/2023,B_CF
B_CF4_34,B_CF_3,F,B,CF,FW,3,25/9/2023,6/10/2023,B_CF
B_CF4_37,B_CF_3,F,B,CF,FW,3,26/9/2023,3/10/2023,B_CF
B_CF4_38,B_CF_3,F,B,CF,FW,3,25/9/2023,6/10/2023,B_CF
B_CF4_39,B_CF_3,M,B,CF,FW,3,27/9/2023,12/10/2023,B_CF
B_CF4_40,B_CF_3,M,B,CF,FW,3,27/9/2023,9/10/2023,B_CF
B_CF4_41,B_CF_3,F,B,CF,FW,3,28/9/2023,5/10/2023,B_CF
B_CF4_42,B_CF_3,F,B,CF,FW,3,26/9/2023,4/10/2023,B_CF
B_CF4_43,B_CF_3,M,B,CF,FW,3,28/9/2023,7/10/2023,B_CF
B_CF4_44,B_CF_3,F,B,CF,FW,3,28/9/2023,9/10/2023,B_CF
B_CF4_45,B_CF_3,M,B,CF,FW,3,28/9/2023,12/10/2023,B_CF
B_CF4_46,B_CF_3,M,B,CF,FW,3,26/9/2023,4/10/2023,B_CF
B_CF4_47,B_CF_3,F,B,CF,FW,3,30/9/2023,6/10/2023,B_CF
B_CF4_48,B_CF_3,F,B,CF,FW,3,7/10/2023,18/10/2023,B_CF
B_CF4_49,B_CF_3,F,B,CF,FW,3,7/10/2023,19/10/2023,B_CF
B_CF4_50,B_CF_3,F,B,CF,FW,3,9/10/2023,16/10/2023,B_CF
B_CF4_51,B_CF_3,F,B,CF,FW,3,8/10/2023,18/10/2023,B_CF
B_CF4_52,B_CF_3,M,B,CF,FW,3,13/10/2023,19/10/2023,B_CF
B_CF4_53,B_CF_3,M,B,CF,FW,3,15/10/2023,23/10/2023,B_CF
B_CF4_54,B_CF_3,M,B,CF,FW,3,15/10/2023,27/10/2023,B_CF
A_FW1_01,A_FW_1,M,A,FW,FW,1,7/9/2023,16/9/2023,A_FW
A_FW1_04,A_FW_1,M,A,FW,FW,1,6/9/2023,16/9/2023,A_FW
A_FW1_06,A_FW_1,F,A,FW,FW,1,6/9/2023,14/9/2023,A_FW
A_FW1_07,A_FW_1,M,A,FW,FW,1,6/9/2023,17/9/2023,A_FW
A_FW1_09,A_FW_1,M,A,FW,FW,1,7/9/2023,19/9/2023,A_FW
A_FW1_10,A_FW_1,M,A,FW,FW,1,7/9/2023,16/9/2023,A_FW
A_FW1_15,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_20,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_21,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_22,A_FW_1,M,A,FW,FW,1,6/9/2023,14/9/2023,A_FW
A_FW1_23,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_26,A_FW_1,F,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_28,A_FW_1,F,A,FW,FW,1,6/9/2023,16/9/2023,A_FW
A_FW1_29,A_FW_1,M,A,FW,FW,1,7/9/2023,16/9/2023,A_FW
A_FW1_30,A_FW_1,M,A,FW,FW,1,6/9/2023,14/9/2023,A_FW
A_FW1_31,A_FW_1,F,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_32,A_FW_1,M,A,FW,FW,1,8/9/2023,16/9/2023,A_FW
A_FW1_33,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_34,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_35,A_FW_1,F,A,FW,FW,1,6/9/2023,14/9/2023,A_FW
A_FW1_36,A_FW_1,F,A,FW,FW,1,7/9/2023,16/9/2023,A_FW
A_FW1_39,A_FW_1,F,A,FW,FW,1,6/9/2023,17/9/2023,A_FW
A_FW1_42,A_FW_1,M,A,FW,FW,1,6/9/2023,13/9/2023,A_FW
A_FW1_47,A_FW_1,F,A,FW,FW,1,8/9/2023,21/9/2023,A_FW
A_FW1_48,A_FW_1,M,A,FW,FW,1,8/9/2023,18/9/2023,A_FW
A_FW1_49,A_FW_1,F,A,FW,FW,1,8/9/2023,19/9/2023,A_FW
A_FW1_52,A_FW_1,F,A,FW,FW,1,8/9/2023,22/9/2023,A_FW
A_FW1_53,A_FW_1,F,A,FW,FW,1,8/9/2023,16/9/2023,A_FW
A_FW1_58,A_FW_1,F,A,FW,FW,1,8/9/2023,21/9/2023,A_FW
A_FW1_59,A_FW_1,F,A,FW,FW,1,8/9/2023,16/9/2023,A_FW
A_FW1_61,A_FW_1,F,A,FW,FW,1,8/9/2023,16/9/2023,A_FW
A_FW1_65,A_FW_1,F,A,FW,FW,1,8/9/2023,17/9/2023,A_FW
A_FW1_66,A_FW_1,M,A,FW,FW,1,8/9/2023,17/9/2023,A_FW
A_FW1_67,A_FW_1,F,A,FW,FW,1,8/9/2023,17/9/2023,A_FW
A_FW1_68,A_FW_1,F,A,FW,FW,1,9/9/2023,17/9/2023,A_FW
A_FW1_69,A_FW_1,M,A,FW,FW,1,7/9/2023,16/9/2023,A_FW
A_FW1_70,A_FW_1,M,A,FW,FW,1,8/9/2023,17/9/2023,A_FW
A_FW1_71,A_FW_1,F,A,FW,FW,1,8/9/2023,14/9/2023,A_FW
A_FW1_72,A_FW_1,M,A,FW,FW,1,8/9/2023,16/9/2023,A_FW
A_FW1_73,A_FW_1,M,A,FW,FW,1,9/9/2023,16/9/2023,A_FW
A_FW1_74,A_FW_1,M,A,FW,FW,1,8/9/2023,16/9/2023,A_FW
A_FW1_75,A_FW_1,F,A,FW,FW,1,9/9/2023,19/9/2023,A_FW
A_FW1_76,A_FW_1,M,A,FW,FW,1,7/9/2023,16/9/2023,A_FW
A_FW1_77,A_FW_1,F,A,FW,FW,1,9/9/2023,16/9/2023,A_FW
A_FW1_78,A_FW_1,F,A,FW,FW,1,9/9/2023,22/9/2023,A_FW
A_FW1_79,A_FW_1,M,A,FW,FW,1,9/9/2023,22/9/2023,A_FW
A_FW1_80,A_FW_1,M,A,FW,FW,1,9/9/2023,16/9/2023,A_FW
A_FW1_81,A_FW_1,F,A,FW,FW,1,9/9/2023,22/9/2023,A_FW
A_FW1_82,A_FW_1,M,A,FW,FW,1,9/9/2023,17/9/2023,A_FW
A_FW1_83,A_FW_1,F,A,FW,FW,1,9/9/2023,16/9/2023,A_FW
A_FW1_85,A_FW_1,M,A,FW,FW,1,9/9/2023,19/9/2023,A_FW
A_FW1_86,A_FW_1,M,A,FW,FW,1,9/9/2023,17/9/2023,A_FW
A_FW1_87,A_FW_1,M,A,FW,FW,1,9/9/2023,14/9/2023,A_FW
A_FW1_89,A_FW_1,M,A,FW,FW,1,12/9/2023,17/9/2023,A_FW
A_FW2_01,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_02,A_FW_2,F,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_03,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_04,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_05,A_FW_2,F,A,FW,FW,2,6/9/2023,14/9/2023,A_FW
A_FW2_06,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_07,A_FW_2,M,A,FW,FW,2,6/9/2023,16/9/2023,A_FW
A_FW2_08,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_09,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_10,A_FW_2,F,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_11,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_12,A_FW_2,F,A,FW,FW,2,6/9/2023,14/9/2023,A_FW
A_FW2_13,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_14,A_FW_2,F,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_15,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_16,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_17,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_18,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_19,A_FW_2,M,A,FW,FW,2,6/9/2023,16/9/2023,A_FW
A_FW2_20,A_FW_2,M,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_21,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_22,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_23,A_FW_2,F,A,FW,FW,2,3/9/2023,,A_FW
A_FW2_24,A_FW_2,F,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_25,A_FW_2,F,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_26,A_FW_2,M,A,FW,FW,2,3/9/2023,,A_FW
A_FW2_27,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_28,A_FW_2,M,A,FW,FW,2,6/9/2023,20/9/2023,A_FW
A_FW2_29,A_FW_2,M,A,FW,FW,2,6/9/2023,14/9/2023,A_FW
A_FW2_30,A_FW_2,F,A,FW,FW,2,6/9/2023,14/9/2023,A_FW
A_FW2_31,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_32,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_33,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_34,A_FW_2,M,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_35,A_FW_2,M,A,FW,FW,2,6/9/2023,16/9/2023,A_FW
A_FW2_36,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_37,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_38,A_FW_2,M,A,FW,FW,2,6/9/2023,14/9/2023,A_FW
A_FW2_39,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_40,A_FW_2,F,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_41,A_FW_2,M,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_42,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_43,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_44,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_45,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_46,A_FW_2,M,A,FW,FW,2,3/9/2023,,A_FW
A_FW2_47,A_FW_2,F,A,FW,FW,2,3/9/2023,,A_FW
A_FW2_48,A_FW_2,F,A,FW,FW,2,3/9/2023,,A_FW
A_FW2_49,A_FW_2,M,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_50,A_FW_2,M,A,FW,FW,2,4/9/2023,,A_FW
A_FW2_51,A_FW_2,F,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_52,A_FW_2,M,A,FW,FW,2,6/9/2023,16/9/2023,A_FW
A_FW2_53,A_FW_2,M,A,FW,FW,2,6/9/2023,13/9/2023,A_FW
A_FW2_54,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_55,A_FW_2,M,A,FW,FW,2,5/9/2023,,A_FW
A_FW2_56,A_FW_2,M,A,FW,FW,2,8/9/2023,19/9/2023,A_FW
A_FW2_57,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_58,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_59,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_60,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_61,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_62,A_FW_2,M,A,FW,FW,2,9/9/2023,16/9/2023,A_FW
A_FW2_63,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_64,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_65,A_FW_2,M,A,FW,FW,2,8/9/2023,17/9/2023,A_FW
A_FW2_66,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_67,A_FW_2,M,A,FW,FW,2,8/9/2023,17/9/2023,A_FW
A_FW2_68,A_FW_2,M,A,FW,FW,2,8/9/2023,16/9/2023,A_FW
A_FW2_69,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_70,A_FW_2,M,A,FW,FW,2,8/9/2023,14/9/2023,A_FW
A_FW2_71,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_72,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_73,A_FW_2,F,A,FW,FW,2,8/9/2023,13/9/2023,A_FW
A_FW2_74,A_FW_2,M,A,FW,FW,2,8/9/2023,23/9/2023,A_FW
A_FW2_75,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_76,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_77,A_FW_2,M,A,FW,FW,2,8/9/2023,14/9/2023,A_FW
A_FW2_78,A_FW_2,F,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_79,A_FW_2,M,A,FW,FW,2,8/9/2023,16/9/2023,A_FW
A_FW2_80,A_FW_2,M,A,FW,FW,2,7/9/2023,,A_FW
A_FW2_81,A_FW_2,M,A,FW,FW,2,8/9/2023,13/9/2023,A_FW
A_FW2_82,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_83,A_FW_2,F,A,FW,FW,2,9/9/2023,16/9/2023,A_FW
A_FW2_84,A_FW_2,M,A,FW,FW,2,9/9/2023,16/9/2023,A_FW
A_FW2_85,A_FW_2,F,A,FW,FW,2,8/9/2023,13/9/2023,A_FW
A_FW2_86,A_FW_2,F,A,FW,FW,2,9/9/2023,17/9/2023,A_FW
A_FW2_87,A_FW_2,M,A,FW,FW,2,9/9/2023,18/9/2023,A_FW
A_FW2_88,A_FW_2,F,A,FW,FW,2,8/9/2023,,A_FW
A_FW2_89,A_FW_2,M,A,FW,FW,2,8/9/2023,17/9/2023,A_FW
A_FW3_01,A_FW_3,F,A,FW,FW,3,5/9/2023,,A_FW
A_FW3_02,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_03,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_04,A_FW_3,M,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_05,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_06,A_FW_3,F,A,FW,FW,3,5/9/2023,,A_FW
A_FW3_07,A_FW_3,M,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_08,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_09,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_10,A_FW_3,M,A,FW,FW,3,6/9/2023,16/9/2023,A_FW
A_FW3_11,A_FW_3,M,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_12,A_FW_3,M,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_13,A_FW_3,M,A,FW,FW,3,8/9/2023,16/9/2023,A_FW
A_FW3_14,A_FW_3,M,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_15,A_FW_3,M,A,FW,FW,3,6/9/2023,14/9/2023,A_FW
A_FW3_16,A_FW_3,M,A,FW,FW,3,6/9/2023,16/9/2023,A_FW
A_FW3_17,A_FW_3,F,A,FW,FW,3,7/9/2023,16/9/2023,A_FW
A_FW3_18,A_FW_3,M,A,FW,FW,3,6/9/2023,17/9/2023,A_FW
A_FW3_19,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_20,A_FW_3,F,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_21,A_FW_3,M,A,FW,FW,3,6/9/2023,17/9/2023,A_FW
A_FW3_22,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_23,A_FW_3,M,A,FW,FW,3,6/9/2023,17/9/2023,A_FW
A_FW3_24,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_25,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_26,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_27,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_28,A_FW_3,F,A,FW,FW,3,6/9/2023,14/9/2023,A_FW
A_FW3_29,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_30,A_FW_3,M,A,FW,FW,3,4/9/2023,,A_FW
A_FW3_31,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_32,A_FW_3,F,A,FW,FW,3,5/9/2023,,A_FW
A_FW3_33,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_34,A_FW_3,F,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_35,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_36,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_37,A_FW_3,M,A,FW,FW,3,6/9/2023,19/9/2023,A_FW
A_FW3_38,A_FW_3,M,A,FW,FW,3,5/9/2023,7/9/2023,A_FW
A_FW3_39,A_FW_3,M,A,FW,FW,3,8/9/2023,13/9/2023,A_FW
A_FW3_40,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_41,A_FW_3,M,A,FW,FW,3,6/9/2023,16/9/2023,A_FW
A_FW3_42,A_FW_3,M,A,FW,FW,3,8/9/2023,17/9/2023,A_FW
A_FW3_43,A_FW_3,M,A,FW,FW,3,6/9/2023,14/9/2023,A_FW
A_FW3_44,A_FW_3,M,A,FW,FW,3,5/9/2023,,A_FW
A_FW3_45,A_FW_3,M,A,FW,FW,3,6/9/2023,16/9/2023,A_FW
A_FW3_46,A_FW_3,M,A,FW,FW,3,6/9/2023,13/9/2023,A_FW
A_FW3_47,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_48,A_FW_3,F,A,FW,FW,3,6/9/2023,14/9/2023,A_FW
A_FW3_49,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_50,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_51,A_FW_3,M,A,FW,FW,3,6/9/2023,14/9/2023,A_FW
A_FW3_52,A_FW_3,M,A,FW,FW,3,7/9/2023,16/9/2023,A_FW
A_FW3_53,A_FW_3,M,A,FW,FW,3,6/9/2023,17/9/2023,A_FW
A_FW3_54,A_FW_3,M,A,FW,FW,3,4/9/2023,,A_FW
A_FW3_55,A_FW_3,M,A,FW,FW,3,8/9/2023,18/9/2023,A_FW
A_FW3_56,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_57,A_FW_3,M,A,FW,FW,3,8/9/2023,17/9/2023,A_FW
A_FW3_58,A_FW_3,M,A,FW,FW,3,7/9/2023,16/9/2023,A_FW
A_FW3_59,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_60,A_FW_3,M,A,FW,FW,3,8/9/2023,17/9/2023,A_FW
A_FW3_61,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_62,A_FW_3,F,A,FW,FW,3,8/9/2023,19/9/2023,A_FW
A_FW3_63,A_FW_3,F,A,FW,FW,3,8/9/2023,13/9/2023,A_FW
A_FW3_64,A_FW_3,M,A,FW,FW,3,8/9/2023,16/9/2023,A_FW
A_FW3_65,A_FW_3,F,A,FW,FW,3,8/9/2023,16/9/2023,A_FW
A_FW3_66,A_FW_3,M,A,FW,FW,3,8/9/2023,18/9/2023,A_FW
A_FW3_67,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_68,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_69,A_FW_3,F,A,FW,FW,3,7/9/2023,16/9/2023,A_FW
A_FW3_70,A_FW_3,F,A,FW,FW,3,8/9/2023,18/9/2023,A_FW
A_FW3_71,A_FW_3,F,A,FW,FW,3,8/9/2023,,A_FW
A_FW3_72,A_FW_3,F,A,FW,FW,3,7/9/2023,16/9/2023,A_FW
A_FW3_73,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_74,A_FW_3,F,A,FW,FW,3,9/9/2023,18/9/2023,A_FW
A_FW3_75,A_FW_3,F,A,FW,FW,3,8/9/2023,13/9/2023,A_FW
A_FW3_76,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_77,A_FW_3,F,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_78,A_FW_3,M,A,FW,FW,3,8/9/2023,16/9/2023,A_FW
A_FW3_79,A_FW_3,M,A,FW,FW,3,9/9/2023,19/9/2023,A_FW
A_FW3_80,A_FW_3,M,A,FW,FW,3,9/9/2023,20/9/2023,A_FW
A_FW3_81,A_FW_3,M,A,FW,FW,3,9/9/2023,16/9/2023,A_FW
A_FW3_82,A_FW_3,M,A,FW,FW,3,7/9/2023,16/9/2023,A_FW
A_FW3_83,A_FW_3,M,A,FW,FW,3,8/9/2023,17/9/2023,A_FW
A_FW3_84,A_FW_3,M,A,FW,FW,3,9/9/2023,13/9/2023,A_FW
A_FW3_85,A_FW_3,F,A,FW,FW,3,8/9/2023,16/9/2023,A_FW
A_FW3_86,A_FW_3,M,A,FW,FW,3,7/9/2023,,A_FW
A_FW3_87,A_FW_3,M,A,FW,FW,3,10/9/2023,,A_FW
A_FW3_88,A_FW_3,F,A,FW,FW,3,10/9/2023,,A_FW
A_FW3_89,A_FW_3,M,A,FW,FW,3,10/9/2023,22/9/2023,A_FW
A_FW3_90,A_FW_3,M,A,FW,FW,3,10/9/2023,,A_FW
B_FW1_01,B_FW_1,F,B,FW,FW,1,6/9/2023,13/9/2023,B_FW
B_FW1_02,B_FW_1,F,B,FW,FW,1,6/9/2023,20/9/2023,B_FW
B_FW1_03,B_FW_1,M,B,FW,FW,1,4/9/2023,,B_FW
